Регион,Округ,Год,Показатель,№ строки,Единица измерения, Значение
Ульяновская область,ПФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  5 371 
Ульяновская область,ПФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,
Ульяновская область,ПФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,
Ульяновская область,ПФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  177 
Ульяновская область,ПФО,2021,      в печатных средствах массовой информации,39,ед,  7 
Ульяновская область,ПФО,2021,      в интернет-СМИ,40,ед,  116 
Ульяновская область,ПФО,2021,      ТВ-сюжетов,41,ед,  54 
Ульяновская область,ПФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,
Ульяновская область,ПФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  10 
Ульяновская область,ПФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  8 730 
Ульяновская область,ПФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  3 642 
Хабаровский край,ДФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  155 950 
Хабаровский край,ДФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  47 124 
Хабаровский край,ДФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  1 694 500 
Хабаровский край,ДФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  62 
Хабаровский край,ДФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  650 
Хабаровский край,ДФО,2021,      в печатных средствах массовой информации,39,ед,  40 
Хабаровский край,ДФО,2021,      в интернет-СМИ,40,ед,  450 
Хабаровский край,ДФО,2021,      ТВ-сюжетов,41,ед,  160 
Хабаровский край,ДФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  -   
Хабаровский край,ДФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  10 
Хабаровский край,ДФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  3 890 
Хабаровский край,ДФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  650 
Республика Хакасия,СФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  190 259 
Республика Хакасия,СФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  4 120 096 
Республика Хакасия,СФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  89 000 
Республика Хакасия,СФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  56 
Республика Хакасия,СФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  5 022 
Республика Хакасия,СФО,2021,      в печатных средствах массовой информации,39,ед,  1 510 
Республика Хакасия,СФО,2021,      в интернет-СМИ,40,ед,  3 460 
Республика Хакасия,СФО,2021,      ТВ-сюжетов,41,ед,  52 
Республика Хакасия,СФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  10 
Республика Хакасия,СФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  3 
Республика Хакасия,СФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  8 070 
Республика Хакасия,СФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  4 317 
Ханты-Мансийский автономный округ - Югра,УФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  161 434 
Ханты-Мансийский автономный округ - Югра,УФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  251 599 
Ханты-Мансийский автономный округ - Югра,УФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  -   
Ханты-Мансийский автономный округ - Югра,УФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  -   
Ханты-Мансийский автономный округ - Югра,УФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  2 452 
Ханты-Мансийский автономный округ - Югра,УФО,2021,      в печатных средствах массовой информации,39,ед,  256 
Ханты-Мансийский автономный округ - Югра,УФО,2021,      в интернет-СМИ,40,ед,  2 125 
Ханты-Мансийский автономный округ - Югра,УФО,2021,      ТВ-сюжетов,41,ед,  71 
Ханты-Мансийский автономный округ - Югра,УФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  -   
Ханты-Мансийский автономный округ - Югра,УФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  83 
Ханты-Мансийский автономный округ - Югра,УФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  5 360 
Ханты-Мансийский автономный округ - Югра,УФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  480 
Челябинская область,УФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  1 813 
Челябинская область,УФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  10 294 
Челябинская область,УФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,
Челябинская область,УФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  58 
Челябинская область,УФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  150 
Челябинская область,УФО,2021,      в печатных средствах массовой информации,39,ед,
Челябинская область,УФО,2021,      в интернет-СМИ,40,ед,  122 
Челябинская область,УФО,2021,      ТВ-сюжетов,41,ед,  28 
Челябинская область,УФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  18 
Челябинская область,УФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  32 
Челябинская область,УФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  1 466 
Челябинская область,УФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  846 
Чеченская Республика,СКФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  98 
Чеченская Республика,СКФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  308 
Чеченская Республика,СКФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  200 000 
Чеченская Республика,СКФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  11 
Чеченская Республика,СКФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  90 
Чеченская Республика,СКФО,2021,      в печатных средствах массовой информации,39,ед,  11 
Чеченская Республика,СКФО,2021,      в интернет-СМИ,40,ед,  58 
Чеченская Республика,СКФО,2021,      ТВ-сюжетов,41,ед,  21 
Чеченская Республика,СКФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  13 
Чеченская Республика,СКФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  8 
Чеченская Республика,СКФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  122 000 
Чеченская Республика,СКФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  327 
Чувашская Республика,ПФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  756 000 
Чувашская Республика,ПФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  2 568 000 
Чувашская Республика,ПФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  1 050 000 
Чувашская Республика,ПФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  400 
Чувашская Республика,ПФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  4 460 
Чувашская Республика,ПФО,2021,      в печатных средствах массовой информации,39,ед,  2 515 
Чувашская Республика,ПФО,2021,      в интернет-СМИ,40,ед,  1 650 
Чувашская Республика,ПФО,2021,      ТВ-сюжетов,41,ед,  295 
Чувашская Республика,ПФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  -   
Чувашская Республика,ПФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  -   
Чувашская Республика,ПФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  8 601 
Чувашская Республика,ПФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  1 560 
Чукотский автономный округ,ДФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  2 430 
Чукотский автономный округ,ДФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  9 690 
Чукотский автономный округ,ДФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  46 137 
Чукотский автономный округ,ДФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  14 
Чукотский автономный округ,ДФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  1 088 
Чукотский автономный округ,ДФО,2021,      в печатных средствах массовой информации,39,ед,  14 
Чукотский автономный округ,ДФО,2021,      в интернет-СМИ,40,ед,  1 072 
Чукотский автономный округ,ДФО,2021,      ТВ-сюжетов,41,ед,  2 
Чукотский автономный округ,ДФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  12 
Чукотский автономный округ,ДФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  1 
Чукотский автономный округ,ДФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  996 
Чукотский автономный округ,ДФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  1 157 
Ямало-Ненецкий автономный округ,УФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  74 951 
Ямало-Ненецкий автономный округ,УФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  180 294 
Ямало-Ненецкий автономный округ,УФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  245 000 
Ямало-Ненецкий автономный округ,УФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  128 
Ямало-Ненецкий автономный округ,УФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  2 364 
Ямало-Ненецкий автономный округ,УФО,2021,      в печатных средствах массовой информации,39,ед,  601 
Ямало-Ненецкий автономный округ,УФО,2021,      в интернет-СМИ,40,ед,  1 528 
Ямало-Ненецкий автономный округ,УФО,2021,      ТВ-сюжетов,41,ед,  235 
Ямало-Ненецкий автономный округ,УФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  1 241 
Ямало-Ненецкий автономный округ,УФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  47 
Ямало-Ненецкий автономный округ,УФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  25 449 
Ямало-Ненецкий автономный округ,УФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  3 109 
Ярославская область,ЦФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  171 270 
Ярославская область,ЦФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  223 500 
Ярославская область,ЦФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,
Ярославская область,ЦФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,
Ярославская область,ЦФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  403 
Ярославская область,ЦФО,2021,      в печатных средствах массовой информации,39,ед,  36 
Ярославская область,ЦФО,2021,      в интернет-СМИ,40,ед,  334 
Ярославская область,ЦФО,2021,      ТВ-сюжетов,41,ед,  33 
Ярославская область,ЦФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  41 
Ярославская область,ЦФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  78 
Ярославская область,ЦФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  63 284 
Ярославская область,ЦФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  7 504 
Республика Северная Осетия - Алания,СКФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  14 544 
Республика Северная Осетия - Алания,СКФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  35 220 
Республика Северная Осетия - Алания,СКФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  930 465 
Республика Северная Осетия - Алания,СКФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  25 
Республика Северная Осетия - Алания,СКФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  140 
Республика Северная Осетия - Алания,СКФО,2021,      в печатных средствах массовой информации,39,ед,  30 
Республика Северная Осетия - Алания,СКФО,2021,      в интернет-СМИ,40,ед,  70 
Республика Северная Осетия - Алания,СКФО,2021,      ТВ-сюжетов,41,ед,  40 
Республика Северная Осетия - Алания,СКФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  20 
Республика Северная Осетия - Алания,СКФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  6 
Республика Северная Осетия - Алания,СКФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  33 734 
Республика Северная Осетия - Алания,СКФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  1 203 
Карачаево-Черкесская Республика,СКФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  16 934 
Карачаево-Черкесская Республика,СКФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  58 400 
Карачаево-Черкесская Республика,СКФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,
Карачаево-Черкесская Республика,СКФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  421 
